src,dst,type,label
10743,1208,18,concept:locationlocatedwithinlocation_inv
6156,1008,29,concept:topmemberoforganization
54528,48511,329,concept:agriculturalproductcomingfromvertebrate
38218,1106,23,concept:atlocation
2486,1910,40,concept:bodypartcontainsbodypart_inv
51471,51373,136,concept:professionistypeofprofession_inv
55717,55805,357,concept:furniturefoundinroom
16870,620,9,concept:atdate
5000,16622,52,concept:agentactsinlocation_inv
935,936,11,concept:latitudelongitude
69155,69156,43,concept:agentcreated
3093,3092,12,concept:latitudelongitude_inv
32500,14817,11,concept:latitudelongitude
858,2212,10,concept:atdate_inv
62971,62975,43,concept:agentcreated
12528,12032,25,concept:agentcollaborateswithagent
4192,51002,92,concept:organizationheadquarteredincountry_inv
14661,14662,11,concept:latitudelongitude
45464,45215,315,concept:academicfieldsuchasacademicfield
2426,1910,39,concept:bodypartcontainsbodypart
37557,10643,285,concept:countrylocatedingeopoliticallocation
10438,620,9,concept:atdate
1944,1945,11,concept:latitudelongitude
61113,64534,382,concept:directordirectedmovie_inv
11619,11618,107,concept:competeswith
15021,1848,208,concept:producesproduct_inv
45632,45200,311,concept:academicprogramatuniversity
13022,29996,95,concept:subpartoforganization
49862,49915,249,concept:chemicalistypeofchemical
53613,53110,365,concept:weaponssuchasweapons
51473,51586,136,concept:professionistypeofprofession_inv
38106,38107,211,concept:cityliesonriver
1035,4022,14,concept:agentparticipatedinevent_inv
54466,55102,370,concept:bakedgoodservedwithbeverage_inv
41658,4802,83,concept:organizationheadquarteredincity
15049,51469,135,concept:professionistypeofprofession
29195,27534,32,concept:organizationhiredperson_inv
1000,37301,24,concept:atlocation_inv
10590,7643,277,concept:statelocatedingeopoliticallocation
53110,53396,366,concept:weaponssuchasweapons_inv
716,18074,10,concept:atdate_inv
564,16824,4,concept:proxyfor_inv
26251,296,7,concept:subpartof
1604,46365,318,concept:languageofcountry_inv
637,1706,10,concept:atdate_inv
19543,637,9,concept:atdate
4290,4004,9,concept:atdate
74205,60,398,concept:leaguestadiums_inv
21810,537,18,concept:locationlocatedwithinlocation_inv
22685,22684,44,concept:agentcreated_inv
51569,2876,135,concept:professionistypeofprofession
15134,46156,318,concept:languageofcountry_inv
27330,76,17,concept:locationlocatedwithinlocation
52517,6038,109,concept:itemfoundinroom
15862,39499,238,concept:teamplaysagainstteam_inv
71980,7696,123,concept:headquarteredin
42719,42720,309,concept:bookwriter
12484,8497,99,concept:personhasjobposition
2024,30019,22,concept:companyeconomicsector_inv
20853,65598,156,concept:athleteplayssport_inv
718,3766,8,concept:subpartof_inv
1035,8204,14,concept:agentparticipatedinevent_inv
20853,60056,156,concept:athleteplayssport_inv
1035,39682,325,concept:sportsgameteam
44404,43097,309,concept:bookwriter
7011,54409,118,concept:fooddecreasestheriskofdisease_inv
11290,4192,277,concept:statelocatedingeopoliticallocation
651,294,36,concept:agentinvolvedwithitem_inv
5694,58136,332,concept:drugpossiblytreatsphysiologicalcondition_inv
576,10383,23,concept:atlocation
59625,67463,12,concept:latitudelongitude_inv
73520,73526,253,concept:bankboughtbank
996,68780,376,concept:politicianusholdsoffice_inv
570,22736,10,concept:atdate_inv
9364,9444,26,concept:agentcollaborateswithagent_inv
32893,72121,124,concept:headquarteredin_inv
1129,64750,174,concept:persondiedincountry_inv
35029,35030,11,concept:latitudelongitude
58565,11263,109,concept:itemfoundinroom
68039,28744,101,concept:politicianholdsoffice
2303,12844,39,concept:bodypartcontainsbodypart
57739,9335,327,concept:drughassideeffect
238,201,267,concept:televisionstationaffiliatedwith
637,417,10,concept:atdate_inv
17377,3636,77,concept:animalpreyson
140,3,38,concept:agentcontrols_inv
24651,637,9,concept:atdate
39523,39704,264,concept:teamwontrophy_inv
6740,570,9,concept:atdate
60593,358,223,concept:ceoof
16871,570,9,concept:atdate
2994,36108,15,concept:mutualproxyfor
870,21597,24,concept:atlocation_inv
2893,7368,206,concept:animalthatfeedoninsect_inv
13217,23799,325,concept:sportsgameteam
28207,1844,104,concept:acquired_inv
816,31627,72,concept:touristattractionsuchastouristattraction_inv
10449,17433,348,concept:agriculturalproductgrowninlandscapefeatures_inv
856,8292,10,concept:atdate_inv
54233,54942,231,concept:agriculturalproductcookedwithagriculturalproduct
1208,4643,17,concept:locationlocatedwithinlocation
54589,54514,172,concept:beveragemadefrombeverage_inv
23461,23460,12,concept:latitudelongitude_inv
54888,54893,345,concept:agriculturalproductincludingagriculturalproduct
5165,10590,285,concept:countrylocatedingeopoliticallocation
54392,54384,346,concept:agriculturalproductincludingagriculturalproduct_inv
1208,3832,15,concept:mutualproxyfor
43919,75367,98,concept:agentcontributedtocreativework_inv
28696,71967,170,concept:hasofficeincity_inv
34755,816,71,concept:touristattractionsuchastouristattraction
51517,15049,136,concept:professionistypeofprofession_inv
413,70401,2,concept:worksfor_inv
29985,19586,215,concept:citylocatedingeopoliticallocation
4165,51852,80,concept:specializationof_inv
6747,18945,6,concept:agentcompeteswithagent_inv
620,14486,10,concept:atdate_inv
895,17413,44,concept:agentcreated_inv
1708,51590,138,concept:professionusestool_inv
857,22453,10,concept:atdate_inv
1074,10590,278,concept:statelocatedingeopoliticallocation_inv
55774,55717,358,concept:furniturefoundinroom_inv
54422,55183,370,concept:bakedgoodservedwithbeverage_inv
48029,47840,338,concept:plantincludeplant_inv
1384,1382,223,concept:ceoof
64377,44417,44,concept:agentcreated_inv
1444,1959,9,concept:atdate
17462,66328,184,concept:athletehomestadium_inv
35267,24276,246,concept:teamhomestadium_inv
9316,9315,12,concept:latitudelongitude_inv
53224,53110,365,concept:weaponssuchasweapons
1300,570,9,concept:atdate
624,76,10,concept:atdate_inv
2353,1502,39,concept:bodypartcontainsbodypart
895,22435,44,concept:agentcreated_inv
51972,53032,248,concept:clothingtogowithclothing_inv
4165,51600,136,concept:professionistypeofprofession_inv
71416,71415,15,concept:mutualproxyfor
47184,47183,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
70352,4494,217,concept:journalistwritesforpublication
57147,816,71,concept:touristattractionsuchastouristattraction
47965,47840,338,concept:plantincludeplant_inv
53013,52070,248,concept:clothingtogowithclothing_inv
26,66879,160,concept:athleteplaysinleague_inv
48422,12438,113,concept:invertebratefeedonfood
11611,73432,107,concept:competeswith
66178,4079,155,concept:athleteplayssport
38,39885,96,concept:subpartoforganization_inv
47840,47872,337,concept:plantincludeplant
29893,589,89,concept:buildinglocatedincity
3344,15862,32,concept:organizationhiredperson_inv
48183,47840,337,concept:plantincludeplant
60543,35276,183,concept:athletehomestadium
49329,20488,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
4078,29509,180,concept:teamplaysinleague_inv
6745,14321,28,concept:personleadsorganization_inv
746,22663,15,concept:mutualproxyfor
3961,23651,108,concept:competeswith_inv
602,6055,15,concept:mutualproxyfor
1355,4003,10,concept:atdate_inv
11562,5423,23,concept:atlocation
55941,6038,109,concept:itemfoundinroom
34728,3910,89,concept:buildinglocatedincity
5197,1897,286,concept:countrylocatedingeopoliticallocation_inv
64135,43473,44,concept:agentcreated_inv
3637,17377,79,concept:specializationof
13786,38,95,concept:subpartoforganization
3934,39710,263,concept:teamwontrophy
24607,3080,5,concept:agentcompeteswithagent
637,18074,10,concept:atdate_inv
29477,1684,25,concept:agentcollaborateswithagent
13932,13931,12,concept:latitudelongitude_inv
10028,13678,2,concept:worksfor_inv
48921,4387,329,concept:agriculturalproductcomingfromvertebrate
3099,4192,17,concept:locationlocatedwithinlocation
32851,34625,122,concept:citylocatedinstate_inv
12,1333,37,concept:agentcontrols
52951,51972,248,concept:clothingtogowithclothing_inv
2941,905,9,concept:atdate
10297,10590,278,concept:statelocatedingeopoliticallocation_inv
1035,303,14,concept:agentparticipatedinevent_inv
1707,51382,136,concept:professionistypeofprofession_inv
52045,53081,247,concept:clothingtogowithclothing
20853,65857,156,concept:athleteplayssport_inv
699,27180,50,concept:personborninlocation_inv
1609,36914,122,concept:citylocatedinstate_inv
60190,20853,155,concept:athleteplayssport
35501,6580,23,concept:atlocation
58678,1502,39,concept:bodypartcontainsbodypart
30293,121,95,concept:subpartoforganization
651,22888,36,concept:agentinvolvedwithitem_inv
17103,7616,36,concept:agentinvolvedwithitem_inv
48525,48694,19,concept:animaldevelopdisease
48384,14968,76,concept:animalistypeofanimal_inv
50375,49821,249,concept:chemicalistypeofchemical
35315,60150,184,concept:athletehomestadium_inv
67940,1129,173,concept:persondiedincountry
26350,1035,13,concept:agentparticipatedinevent
66121,26,159,concept:athleteplaysinleague
1208,1206,24,concept:atlocation_inv
27522,716,9,concept:atdate
40580,38,95,concept:subpartoforganization
29975,934,7,concept:subpartof
23217,61117,156,concept:athleteplayssport_inv
51625,51387,135,concept:professionistypeofprofession
4424,5953,16,concept:mutualproxyfor_inv
14968,48389,80,concept:specializationof_inv
3470,1368,9,concept:atdate
1208,909,15,concept:mutualproxyfor
30383,41467,84,concept:organizationheadquarteredincity_inv
51968,52053,248,concept:clothingtogowithclothing_inv
113,39268,2,concept:worksfor_inv
41582,3815,83,concept:organizationheadquarteredincity
39422,2119,326,concept:sportsgameteam_inv
163,1245,13,concept:agentparticipatedinevent
55594,55596,99,concept:personhasjobposition
40907,25461,151,concept:coachwontrophy
39958,1035,326,concept:sportsgameteam_inv
1609,36903,4,concept:proxyfor_inv
48475,29210,75,concept:animalistypeofanimal
15850,15851,11,concept:latitudelongitude
11752,934,91,concept:organizationheadquarteredincountry
31539,31540,241,concept:riveremptiesintoriver
10536,2106,143,concept:thinghascolor
20502,14693,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
5246,4192,193,concept:countryalsoknownas
52039,53013,248,concept:clothingtogowithclothing_inv
4402,4464,4,concept:proxyfor_inv
40796,35361,183,concept:athletehomestadium
72921,72926,389,concept:automakerproducesmodel
4398,4515,169,concept:hasofficeincity
56506,56505,12,concept:latitudelongitude_inv
61762,49722,335,concept:musicartistgenre
66896,26,159,concept:athleteplaysinleague
1208,4895,4,concept:proxyfor_inv
637,7684,10,concept:atdate_inv
43666,22991,310,concept:bookwriter_inv
14693,54725,231,concept:agriculturalproductcookedwithagriculturalproduct
43561,42673,309,concept:bookwriter
49088,3200,82,concept:animalsuchasfish_inv
12009,3359,3,concept:proxyfor
28528,625,9,concept:atdate
4078,40471,180,concept:teamplaysinleague_inv
8549,75341,32,concept:organizationhiredperson_inv
72473,11257,21,concept:companyeconomicsector
1424,30355,8,concept:subpartof_inv
37283,15169,23,concept:atlocation
39514,13825,181,concept:teamplayssport
6911,813,69,concept:thinghasshape
26016,55717,358,concept:furniturefoundinroom_inv
45127,15434,87,concept:synonymfor
13180,13182,87,concept:synonymfor
3418,37546,24,concept:atlocation_inv
46178,46249,319,concept:languageofuniversity
4933,4398,170,concept:hasofficeincity_inv
34999,33399,219,concept:airportincity
21485,39521,237,concept:teamplaysagainstteam
58266,26032,357,concept:furniturefoundinroom
19580,19581,11,concept:latitudelongitude
27070,27071,43,concept:agentcreated
1277,13365,77,concept:animalpreyson
2906,54932,168,concept:foodcancausedisease_inv
14693,49154,231,concept:agriculturalproductcookedwithagriculturalproduct
54369,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
45411,32406,311,concept:academicprogramatuniversity
746,33180,15,concept:mutualproxyfor
1751,38,7,concept:subpartof
40649,4078,179,concept:teamplaysinleague
70885,32345,99,concept:personhasjobposition
4079,64966,156,concept:athleteplayssport_inv
759,24061,4,concept:proxyfor_inv
23817,28574,8,concept:subpartof_inv
29386,1684,38,concept:agentcontrols_inv
22500,22501,11,concept:latitudelongitude
28514,3757,3,concept:proxyfor
4078,39768,180,concept:teamplaysinleague_inv
7357,6831,206,concept:animalthatfeedoninsect_inv
38,40895,96,concept:subpartoforganization_inv
52621,52517,110,concept:itemfoundinroom_inv
55890,8526,109,concept:itemfoundinroom
2876,51528,135,concept:professionistypeofprofession
35,3,38,concept:agentcontrols_inv
26091,52517,110,concept:itemfoundinroom_inv
8829,1208,18,concept:locationlocatedwithinlocation_inv
35276,14687,246,concept:teamhomestadium_inv
14120,63409,218,concept:journalistwritesforpublication_inv
7643,21297,216,concept:citylocatedingeopoliticallocation_inv
12480,12479,27,concept:personleadsorganization
68294,241,377,concept:politicianusmemberofpoliticalgroup
39520,8735,237,concept:teamplaysagainstteam
1145,17028,4,concept:proxyfor_inv
19352,19353,11,concept:latitudelongitude
5754,887,23,concept:atlocation
39876,4078,179,concept:teamplaysinleague
24668,625,9,concept:atdate
7733,55420,210,concept:agriculturalproductcutintogeometricshape_inv
27453,39525,238,concept:teamplaysagainstteam_inv
2977,54431,172,concept:beveragemadefrombeverage_inv
20411,48945,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
14400,5430,273,concept:statehascapital
54978,14693,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
26188,55717,358,concept:furniturefoundinroom_inv
583,25630,10,concept:atdate_inv
56181,5981,107,concept:competeswith
66614,85,159,concept:athleteplaysinleague
54722,55160,370,concept:bakedgoodservedwithbeverage_inv
645,15571,10,concept:atdate_inv
19870,19871,11,concept:latitudelongitude
5373,4458,16,concept:mutualproxyfor_inv
23054,23053,12,concept:latitudelongitude_inv
55717,55779,357,concept:furniturefoundinroom
10801,759,8,concept:subpartof_inv
52575,58266,358,concept:furniturefoundinroom_inv
39460,39461,238,concept:teamplaysagainstteam_inv
1438,1467,88,concept:synonymfor_inv
4700,35002,90,concept:buildinglocatedincity_inv
4086,39676,237,concept:teamplaysagainstteam
26012,26149,109,concept:itemfoundinroom
18415,46605,322,concept:emotionassociatedwithdisease_inv
30012,30011,84,concept:organizationheadquarteredincity_inv
62618,54201,127,concept:musicianplaysinstrument
856,75225,10,concept:atdate_inv
443,66216,150,concept:coachesinleague_inv
72799,72804,389,concept:automakerproducesmodel
5231,10590,285,concept:countrylocatedingeopoliticallocation
625,18230,10,concept:atdate_inv
564,17897,4,concept:proxyfor_inv
48946,709,19,concept:animaldevelopdisease
107,1562,9,concept:atdate
624,68448,10,concept:atdate_inv
1935,22412,58,concept:personbelongstoorganization_inv
3885,624,9,concept:atdate
2164,574,13,concept:agentparticipatedinevent
69109,29,27,concept:personleadsorganization
121,30890,268,concept:televisionstationaffiliatedwith_inv
16445,544,60,concept:persongraduatedfromuniversity_inv
11475,11467,14,concept:agentparticipatedinevent_inv
70914,5083,57,concept:personbelongstoorganization
717,25611,10,concept:atdate_inv
34756,816,71,concept:touristattractionsuchastouristattraction
1481,6351,36,concept:agentinvolvedwithitem_inv
38645,4163,121,concept:citylocatedinstate
73520,5160,395,concept:bankbankincountry
